#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
flgD	flgJ	511145.b1075	511145.b1081	0.415	0	0.699	0	0.948	0	0	0.907	0.999
flgD	flgH	511145.b1075	511145.b1079	0.407	0	0.773	0	0.983	0.455	0	0.859	0.999
flgE	tar	511145.b1076	511145.b1886	0	0	0	0	0.642	0	0	0.108	0.667
flgE	fliZ	511145.b1076	511145.b1921	0	0	0	0	0.835	0	0	0.386	0.894
flgE	motA	511145.b1076	511145.b1890	0.158	0	0.649	0	0.842	0	0	0.215	0.958
flgE	motB	511145.b1076	511145.b1889	0.158	0	0.692	0	0.585	0	0	0.858	0.982
flgE	fliS	511145.b1076	511145.b1925	0.158	0	0.725	0	0.879	0	0	0.719	0.991
flgE	fliL	511145.b1076	511145.b1944	0.158	0	0.242	0	0.975	0	0	0.650	0.993
flgE	fliH	511145.b1076	511145.b1940	0.158	0	0.249	0	0.944	0	0	0.858	0.994
flgE	fliA	511145.b1076	511145.b1922	0.158	0	0.734	0	0.891	0	0	0.838	0.995
flgE	flgJ	511145.b1076	511145.b1081	0.451	0	0.478	0	0.951	0	0	0.841	0.997
flgE	fliK	511145.b1076	511145.b1943	0.158	0	0.302	0	0.939	0.145	0	0.920	0.997
flgE	fliC	511145.b1076	511145.b1923	0.158	0	0.768	0	0.816	0	0	0.955	0.998
flgE	flgK	511145.b1076	511145.b1082	0.368	0.005	0.773	0	0.969	0	0	0.963	0.999
flgE	fliD	511145.b1076	511145.b1924	0.158	0	0.760	0	0.963	0	0	0.918	0.999
flgE	flgH	511145.b1076	511145.b1079	0.431	0.700	0.740	0	0.974	0.455	0	0.862	0.999
flgE	flgF	511145.b1076	511145.b1077	0.747	0.894	0.323	0.614	0.995	0.455	0	0.507	0.999
flgE	fliF	511145.b1076	511145.b1938	0.158	0	0.773	0	0.955	0.455	0	0.918	0.999
flgE	flgI	511145.b1076	511145.b1080	0.425	0.707	0.763	0	0.963	0.455	0	0.946	0.999
flgE	flgG	511145.b1076	511145.b1078	0.498	0	0.296	0.652	0.997	0.455	0	0.626	0.999
flgF	tar	511145.b1077	511145.b1886	0	0	0	0	0.411	0	0	0.041	0.411
flgF	fliZ	511145.b1077	511145.b1921	0	0	0	0	0.552	0	0	0.287	0.667
flgF	motA	511145.b1077	511145.b1890	0.107	0	0.731	0	0.375	0	0	0.224	0.868
flgF	fliS	511145.b1077	511145.b1925	0.108	0	0.756	0	0.638	0	0	0.630	0.967
flgF	motB	511145.b1077	511145.b1889	0.158	0	0.755	0	0.357	0	0	0.836	0.975
flgF	fliC	511145.b1077	511145.b1923	0.158	0	0.767	0	0.665	0	0	0.803	0.985
flgF	fliA	511145.b1077	511145.b1922	0.093	0	0.736	0	0.886	0	0	0.553	0.986
flgF	fliD	511145.b1077	511145.b1924	0.129	0	0.751	0	0.753	0	0	0.799	0.987
flgF	fliH	511145.b1077	511145.b1940	0	0	0.678	0	0.833	0	0	0.798	0.988
flgF	fliL	511145.b1077	511145.b1944	0.044	0	0.549	0	0.931	0	0	0.688	0.989
flgF	fliK	511145.b1077	511145.b1943	0.045	0	0.726	0	0.919	0	0	0.701	0.992
flgF	flgK	511145.b1077	511145.b1082	0.382	0.004	0.775	0	0.905	0	0	0.856	0.997
flgF	fliF	511145.b1077	511145.b1938	0.041	0	0.774	0	0.792	0.455	0	0.904	0.997
flgF	flgI	511145.b1077	511145.b1080	0.443	0.636	0.772	0	0.978	0.455	0	0.865	0.999
flgF	flgH	511145.b1077	511145.b1079	0.451	0.630	0.772	0	0.996	0.428	0	0.918	0.999
flgF	flgG	511145.b1077	511145.b1078	0.525	0	0.299	0.648	0.999	0.620	0	0.899	0.999
flgF	flgJ	511145.b1077	511145.b1081	0.455	0	0.705	0	0.971	0	0	0.852	0.999
flgG	tsr	511145.b1078	511145.b4355	0	0	0	0	0.361	0.137	0	0.109	0.466
flgG	tap	511145.b1078	511145.b1885	0	0	0	0	0.429	0.137	0	0.095	0.515
flgG	tar	511145.b1078	511145.b1886	0	0	0	0	0.674	0.137	0	0.128	0.734
flgG	fliZ	511145.b1078	511145.b1921	0	0	0	0	0.769	0	0	0.328	0.838
flgG	motA	511145.b1078	511145.b1890	0.158	0	0.701	0	0.834	0	0	0.286	0.966
flgG	motB	511145.b1078	511145.b1889	0.158	0	0.722	0	0.588	0.099	0	0.853	0.984
flgG	fliA	511145.b1078	511145.b1922	0.158	0	0.694	0	0.841	0	0	0.734	0.987
flgG	fliC	511145.b1078	511145.b1923	0.158	0	0.761	0	0.670	0.091	0	0.888	0.992
flgG	fliS	511145.b1078	511145.b1925	0.157	0	0.641	0	0.934	0.099	0	0.735	0.994
flgG	fliH	511145.b1078	511145.b1940	0.158	0	0.274	0	0.968	0	0	0.805	0.995
flgG	fliL	511145.b1078	511145.b1944	0.158	0	0.156	0	0.970	0	0	0.838	0.996
flgG	fliK	511145.b1078	511145.b1943	0.158	0	0.245	0	0.970	0	0	0.859	0.996
flgG	fliD	511145.b1078	511145.b1924	0.158	0	0.705	0	0.909	0	0	0.899	0.997
flgG	flgJ	511145.b1078	511145.b1081	0.656	0.672	0.335	0	0.975	0.099	0	0.859	0.999
flgG	flgK	511145.b1078	511145.b1082	0.519	0.005	0.772	0	0.963	0	0	0.948	0.999
flgG	fliF	511145.b1078	511145.b1938	0.158	0	0.774	0	0.957	0.455	0	0.862	0.999
flgG	flgH	511145.b1078	511145.b1079	0.655	0.898	0.761	0	0.996	0.455	0	0.920	0.999
flgG	flgI	511145.b1078	511145.b1080	0.640	0.870	0.774	0	0.995	0.455	0	0.921	0.999
flgH	tsr	511145.b1079	511145.b4355	0	0	0	0	0.328	0	0	0.202	0.441
flgH	tar	511145.b1079	511145.b1886	0	0	0	0	0.636	0	0	0.047	0.639
flgH	fliZ	511145.b1079	511145.b1921	0	0	0	0	0.753	0	0	0.275	0.813
flgH	fliC	511145.b1079	511145.b1923	0.158	0	0.485	0	0.489	0	0	0.800	0.949
flgH	fliA	511145.b1079	511145.b1922	0.158	0	0.464	0	0.813	0	0	0.718	0.973
flgH	motA	511145.b1079	511145.b1890	0.158	0	0.760	0	0.886	0	0	0.221	0.979
flgH	fliS	511145.b1079	511145.b1925	0.156	0	0.631	0	0.739	0.343	0	0.719	0.982
flgH	motB	511145.b1079	511145.b1889	0.158	0	0.732	0	0.453	0	0	0.905	0.986
flgH	fliD	511145.b1079	511145.b1924	0.158	0	0.707	0	0.758	0	0	0.841	0.989
flgH	fliH	511145.b1079	511145.b1940	0.158	0	0.586	0	0.958	0	0	0.868	0.997
flgH	fliL	511145.b1079	511145.b1944	0.158	0	0.691	0	0.978	0	0	0.629	0.997
flgH	fliK	511145.b1079	511145.b1943	0.109	0	0.728	0	0.959	0	0	0.857	0.998
flgH	fliF	511145.b1079	511145.b1938	0.158	0	0.765	0	0.962	0.455	0	0.942	0.999
flgH	flgI	511145.b1079	511145.b1080	0.781	0.893	0.775	0	0.996	0.803	0	0.956	0.999
flgH	flgK	511145.b1079	511145.b1082	0.616	0.005	0.737	0	0.963	0.200	0	0.858	0.999
flgH	flgJ	511145.b1079	511145.b1081	0.792	0.663	0.755	0	0.995	0	0	0.853	0.999
flgI	fliZ	511145.b1080	511145.b1921	0	0	0	0	0.661	0	0	0.347	0.769
flgI	fliS	511145.b1080	511145.b1925	0.158	0	0.448	0	0.361	0	0	0.649	0.881
flgI	motA	511145.b1080	511145.b1890	0.158	0	0.751	0	0.572	0	0	0.283	0.927
flgI	fliA	511145.b1080	511145.b1922	0.158	0	0.462	0	0.566	0	0	0.708	0.935
flgI	fliC	511145.b1080	511145.b1923	0.158	0	0.414	0	0.582	0	0	0.802	0.953
flgI	motB	511145.b1080	511145.b1889	0.158	0	0.710	0	0.438	0	0	0.908	0.985
flgI	fliD	511145.b1080	511145.b1924	0.158	0	0.613	0	0.489	0.567	0	0.853	0.987
flgI	fliL	511145.b1080	511145.b1944	0.158	0	0.384	0	0.948	0	0	0.633	0.988
flgI	fliH	511145.b1080	511145.b1940	0.158	0	0.360	0	0.916	0	0	0.899	0.994
flgI	fliK	511145.b1080	511145.b1943	0.151	0	0.538	0	0.926	0	0	0.858	0.995
flgI	flgK	511145.b1080	511145.b1082	0.630	0	0.722	0	0.923	0	0	0.856	0.998
flgI	flgJ	511145.b1080	511145.b1081	0.809	0.656	0.644	0	0.988	0	0	0.858	0.999
flgI	fliF	511145.b1080	511145.b1938	0.158	0	0.771	0	0.934	0.455	0	0.949	0.999
flgJ	tar	511145.b1081	511145.b1886	0	0	0	0	0.344	0.239	0	0.051	0.484
flgJ	fliZ	511145.b1081	511145.b1921	0	0	0	0	0.337	0	0	0.286	0.506
flgJ	fliA	511145.b1081	511145.b1922	0.158	0	0.453	0	0.356	0	0	0.568	0.854
flgJ	motA	511145.b1081	511145.b1890	0.158	0	0.518	0	0.594	0	0	0.315	0.872
flgJ	fliC	511145.b1081	511145.b1923	0.158	0	0.423	0	0.429	0	0	0.674	0.897
flgJ	motB	511145.b1081	511145.b1889	0.158	0	0.494	0	0.313	0	0	0.799	0.933
flgJ	fliS	511145.b1081	511145.b1925	0.158	0	0.701	0	0.398	0.643	0	0.543	0.970
flgJ	fliH	511145.b1081	511145.b1940	0.109	0	0.596	0	0.850	0	0	0.717	0.982
flgJ	fliD	511145.b1081	511145.b1924	0.158	0	0.646	0	0.451	0	0	0.905	0.982
flgJ	fliL	511145.b1081	511145.b1944	0.158	0	0.635	0	0.925	0.273	0	0.612	0.992
flgJ	fliF	511145.b1081	511145.b1938	0.156	0	0.461	0	0.952	0	0	0.735	0.993
flgJ	fliK	511145.b1081	511145.b1943	0.158	0	0.748	0	0.943	0	0	0.872	0.998
flgJ	flgK	511145.b1081	511145.b1082	0.648	0	0.685	0	0.962	0	0	0.842	0.999
flgK	tap	511145.b1082	511145.b1885	0	0	0.155	0	0.743	0.065	0	0.098	0.792
flgK	tsr	511145.b1082	511145.b4355	0	0	0.167	0	0.765	0.065	0	0.248	0.844
flgK	tar	511145.b1082	511145.b1886	0	0	0.161	0	0.866	0.065	0	0.098	0.893
flgK	fliZ	511145.b1082	511145.b1921	0	0	0	0	0.893	0.567	0	0.324	0.966
flgK	motA	511145.b1082	511145.b1890	0.158	0	0.620	0	0.953	0	0	0.286	0.987
flgK	motB	511145.b1082	511145.b1889	0.158	0	0.756	0	0.874	0	0	0.853	0.995
flgK	fliL	511145.b1082	511145.b1944	0.158	0	0.722	0	0.944	0	0	0.698	0.995
flgK	fliA	511145.b1082	511145.b1922	0.158	0	0.723	0	0.940	0	0	0.798	0.996
flgK	fliH	511145.b1082	511145.b1940	0.122	0	0.736	0	0.906	0	0	0.855	0.996
flgK	fliK	511145.b1082	511145.b1943	0.158	0	0.756	0	0.892	0	0	0.918	0.997
flgK	fliF	511145.b1082	511145.b1938	0.158	0	0.774	0	0.910	0	0	0.854	0.997
flgK	fliS	511145.b1082	511145.b1925	0.158	0	0.732	0	0.971	0.315	0	0.918	0.999
flgK	fliC	511145.b1082	511145.b1923	0.158	0	0.770	0	0.941	0	0	0.948	0.999
flgK	fliD	511145.b1082	511145.b1924	0.158	0	0.749	0	0.984	0	0	0.952	0.999
fliA	tap	511145.b1922	511145.b1885	0.042	0	0.172	0	0.384	0	0	0.100	0.501
fliA	tar	511145.b1922	511145.b1886	0.042	0	0.185	0	0.760	0	0	0.173	0.825
fliA	motB	511145.b1922	511145.b1889	0.158	0	0.331	0	0.871	0	0	0.852	0.987
fliA	motA	511145.b1922	511145.b1890	0.158	0	0.224	0	0.891	0	0	0.242	0.938
fliA	fliZ	511145.b1922	511145.b1921	0.631	0.664	0	0	0.977	0	0	0.820	0.999
fliA	tsr	511145.b1922	511145.b4355	0.042	0	0.184	0	0.397	0	0	0.483	0.724
fliA	fliH	511145.b1922	511145.b1940	0.158	0	0.312	0	0.515	0	0	0.677	0.897
fliA	fliK	511145.b1922	511145.b1943	0.158	0	0.317	0	0.490	0	0	0.810	0.937
fliA	fliS	511145.b1922	511145.b1925	0.337	0	0.600	0	0.778	0	0	0.799	0.986
fliA	fliF	511145.b1922	511145.b1938	0.158	0	0.627	0	0.811	0	0	0.841	0.989
fliA	fliL	511145.b1922	511145.b1944	0.158	0	0.225	0	0.937	0	0	0.800	0.990
fliA	fliD	511145.b1922	511145.b1924	0.350	0	0.689	0	0.816	0	0	0.906	0.996
fliA	fliC	511145.b1922	511145.b1923	0.436	0	0.734	0	0.719	0	0	0.949	0.997
fliC	ompF	511145.b1923	511145.b0929	0	0	0	0	0.103	0	0	0.620	0.644
fliC	tap	511145.b1923	511145.b1885	0	0	0.186	0	0.680	0.198	0	0.115	0.790
fliC	tar	511145.b1923	511145.b1886	0	0	0.176	0	0.755	0.198	0	0.324	0.876
fliC	motB	511145.b1923	511145.b1889	0.156	0	0.384	0	0.711	0	0	0.949	0.991
fliC	motA	511145.b1923	511145.b1890	0.098	0	0.251	0	0.607	0	0	0.331	0.799
fliC	fliZ	511145.b1923	511145.b1921	0.378	0	0	0	0.803	0	0	0.681	0.957
fliC	malE	511145.b1923	511145.b4034	0	0	0	0	0	0	0	0.522	0.522
fliC	flu	511145.b1923	511145.b2000	0	0	0	0	0	0	0	0.529	0.529
fliC	tsr	511145.b1923	511145.b4355	0	0	0.175	0	0.368	0.198	0	0.562	0.792
fliC	fliL	511145.b1923	511145.b1944	0.157	0	0.172	0	0.563	0	0	0.790	0.927
fliC	fliH	511145.b1923	511145.b1940	0.103	0	0.276	0	0.405	0	0	0.837	0.928
fliC	fliK	511145.b1923	511145.b1943	0.109	0	0.298	0	0.595	0	0	0.911	0.974
fliC	fliF	511145.b1923	511145.b1938	0.158	0	0.745	0	0.550	0	0	0.906	0.989
fliC	fliS	511145.b1923	511145.b1925	0.473	0	0.758	0	0.944	0.738	0	0.980	0.999
fliC	fliD	511145.b1923	511145.b1924	0.506	0	0.772	0	0.962	0	0	0.955	0.999
fliD	tap	511145.b1924	511145.b1885	0	0	0	0	0.823	0	0	0.096	0.833
fliD	tar	511145.b1924	511145.b1886	0	0	0	0	0.938	0	0	0.096	0.941
fliD	motB	511145.b1924	511145.b1889	0.158	0	0.374	0	0.846	0	0	0.859	0.987
fliD	motA	511145.b1924	511145.b1890	0.158	0	0.429	0	0.866	0	0	0.281	0.947
fliD	fliZ	511145.b1924	511145.b1921	0.233	0	0	0	0.879	0	0	0.454	0.945
fliD	tsr	511145.b1924	511145.b4355	0	0	0	0	0.706	0	0	0.247	0.770
fliD	fliL	511145.b1924	511145.b1944	0.158	0	0.205	0	0.860	0	0	0.799	0.978
fliD	fliK	511145.b1924	511145.b1943	0.158	0	0.383	0	0.836	0	0	0.918	0.992
fliD	fliF	511145.b1924	511145.b1938	0.158	0	0.729	0	0.918	0	0	0.859	0.997
fliD	fliH	511145.b1924	511145.b1940	0.158	0	0.478	0	0.942	0	0	0.911	0.997
fliD	fliS	511145.b1924	511145.b1925	0.729	0.550	0.765	0	0.991	0.592	0	0.951	0.999
fliF	tap	511145.b1938	511145.b1885	0.046	0	0	0	0.374	0	0	0.104	0.418
fliF	tar	511145.b1938	511145.b1886	0.046	0	0	0	0.667	0	0	0.104	0.691
fliF	motB	511145.b1938	511145.b1889	0.158	0	0.762	0	0.583	0	0	0.951	0.995
fliF	motA	511145.b1938	511145.b1890	0.158	0	0.734	0	0.932	0	0	0.205	0.986
fliF	fliZ	511145.b1938	511145.b1921	0	0	0	0	0.656	0	0	0.440	0.799
fliF	fliS	511145.b1938	511145.b1925	0.158	0	0.699	0	0.935	0	0	0.799	0.996
fliF	tsr	511145.b1938	511145.b4355	0.046	0	0	0	0.372	0	0	0.209	0.484
fliF	fliK	511145.b1938	511145.b1943	0.751	0	0.694	0	0.964	0	0	0.911	0.999
fliF	fliH	511145.b1938	511145.b1940	0.799	0.663	0.652	0	0.989	0	0	0.955	0.999
fliF	fliL	511145.b1938	511145.b1944	0.548	0	0.590	0	0.978	0	0	0.839	0.999
fliH	motB	511145.b1940	511145.b1889	0.158	0	0.450	0	0.541	0	0	0.877	0.970
fliH	motA	511145.b1940	511145.b1890	0.158	0	0.291	0	0.862	0	0	0.286	0.933
fliH	fliZ	511145.b1940	511145.b1921	0	0	0	0	0.422	0	0	0.170	0.500
fliH	fliS	511145.b1940	511145.b1925	0.158	0	0.397	0	0.937	0	0	0.902	0.996
fliH	fliL	511145.b1940	511145.b1944	0.548	0	0.729	0	0.977	0	0	0.460	0.998
fliH	fliK	511145.b1940	511145.b1943	0.751	0	0.766	0	0.947	0	0	0.862	0.999
fliK	tar	511145.b1943	511145.b1886	0	0	0	0	0.387	0	0	0.092	0.420
fliK	motB	511145.b1943	511145.b1889	0.158	0	0.616	0	0.471	0	0	0.897	0.980
fliK	motA	511145.b1943	511145.b1890	0.158	0	0.435	0	0.604	0	0	0.206	0.830
fliK	fliZ	511145.b1943	511145.b1921	0	0	0	0	0.402	0	0	0.119	0.450
fliK	fliS	511145.b1943	511145.b1925	0.158	0	0.542	0	0.872	0	0	0.854	0.991
fliK	fliL	511145.b1943	511145.b1944	0.577	0	0.756	0	0.962	0	0	0.760	0.998
fliL	tar	511145.b1944	511145.b1886	0	0	0	0	0.464	0	0	0.130	0.514
fliL	motB	511145.b1944	511145.b1889	0.158	0	0.572	0	0.449	0.315	0	0.840	0.974
fliL	motA	511145.b1944	511145.b1890	0.158	0	0.429	0	0.840	0	0	0.280	0.937
fliL	fliZ	511145.b1944	511145.b1921	0	0	0	0	0.877	0	0	0.458	0.930
fliL	fliS	511145.b1944	511145.b1925	0.158	0	0.254	0	0.851	0	0	0.498	0.946
fliS	tap	511145.b1925	511145.b1885	0	0	0	0	0.916	0	0	0.102	0.921
fliS	tar	511145.b1925	511145.b1886	0	0	0	0	0.972	0	0	0.102	0.974
fliS	motB	511145.b1925	511145.b1889	0.158	0	0.468	0	0.915	0	0	0.799	0.991
fliS	motA	511145.b1925	511145.b1890	0.158	0	0.526	0	0.973	0	0	0.286	0.991
fliS	fliZ	511145.b1925	511145.b1921	0.220	0	0	0	0.816	0	0	0.267	0.885
fliS	tsr	511145.b1925	511145.b4355	0	0	0	0	0.739	0	0	0.114	0.759
fliZ	tap	511145.b1921	511145.b1885	0	0	0	0	0.661	0	0	0.066	0.670
fliZ	tar	511145.b1921	511145.b1886	0	0	0	0	0.788	0	0	0.066	0.794
fliZ	motB	511145.b1921	511145.b1889	0	0	0	0	0.711	0	0	0.352	0.805
fliZ	motA	511145.b1921	511145.b1890	0	0	0	0	0.706	0	0	0	0.706
gadC	poxB	511145.b1492	511145.b0871	0	0	0.155	0	0.147	0	0	0.384	0.517
gadC	ycaC	511145.b1492	511145.b0897	0	0	0	0	0.455	0	0	0	0.455
gadC	otsA	511145.b1492	511145.b1896	0	0	0	0	0.251	0	0	0.274	0.432
gadC	tktB	511145.b1492	511145.b2465	0	0	0	0	0.415	0.080	0	0	0.438
gadC	katE	511145.b1492	511145.b1732	0	0	0	0	0.131	0	0	0.398	0.454
gcvT	gdhA	511145.b2905	511145.b1761	0	0	0	0	0	0	0.800	0.090	0.810
gdhA	glnK	511145.b1761	511145.b0450	0.072	0	0	0	0.054	0	0	0.558	0.578
gdhA	poxB	511145.b1761	511145.b0871	0.061	0	0	0	0.062	0.092	0	0.341	0.403
gdhA	puuD	511145.b1761	511145.b1298	0	0	0	0	0	0	0.800	0.093	0.810
gdhA	preA	511145.b1761	511145.b2147	0.195	0	0	0	0	0	0	0.385	0.484
gdhA	speB	511145.b1761	511145.b2937	0.155	0	0	0	0.113	0	0	0.407	0.516
gdhA	pck	511145.b1761	511145.b3403	0.084	0	0	0	0.075	0	0.800	0.272	0.860
glnK	nac	511145.b0450	511145.b1988	0	0	0	0	0.986	0	0	0	0.986
groS	katE	511145.b4142	511145.b1732	0	0	0	0	0.055	0.092	0	0.401	0.441
groS	malE	511145.b4142	511145.b4034	0	0	0	0	0	0.504	0	0.757	0.874
hchA	poxB	511145.b1967	511145.b0871	0.052	0	0	0	0.633	0	0	0.120	0.667
hchA	ycaC	511145.b1967	511145.b0897	0.049	0	0.163	0	0.662	0.064	0	0	0.714
hchA	ompF	511145.b1967	511145.b0929	0	0	0	0	0	0	0.540	0.048	0.543
hchA	yciF	511145.b1967	511145.b1258	0.049	0	0	0	0.374	0	0	0.165	0.459
hchA	katE	511145.b1967	511145.b1732	0.066	0	0	0	0.303	0.082	0	0.161	0.431
hchA	otsA	511145.b1967	511145.b1896	0	0	0	0	0.532	0	0	0.091	0.556
hchA	otsB	511145.b1967	511145.b1897	0	0	0	0	0.445	0	0	0.103	0.480
hchA	talA	511145.b1967	511145.b2464	0	0	0	0	0.532	0.079	0	0	0.550
hchA	tktB	511145.b1967	511145.b2465	0	0	0	0	0.633	0.089	0	0.095	0.671
hns	ompF	511145.b1237	511145.b0929	0	0	0.447	0	0.133	0	0	0.107	0.534
hns	uspD	511145.b1237	511145.b3923	0	0	0.395	0	0.071	0	0	0	0.413
katE	ybaY	511145.b1732	511145.b0453	0	0	0	0	0.378	0	0	0.169	0.461
katE	poxB	511145.b1732	511145.b0871	0	0	0	0	0.675	0.090	0.215	0.399	0.842
katE	ycaC	511145.b1732	511145.b0897	0.052	0	0	0	0.748	0.079	0	0	0.760
katE	yciF	511145.b1732	511145.b1258	0.093	0	0.427	0	0.694	0	0	0.387	0.889
katE	talA	511145.b1732	511145.b2464	0	0	0	0	0.777	0.090	0	0	0.788
katE	tktB	511145.b1732	511145.b2465	0	0	0	0	0.756	0.083	0	0.163	0.796
katE	otsB	511145.b1732	511145.b1897	0	0	0.315	0	0.751	0	0	0.446	0.897
katE	otsA	511145.b1732	511145.b1896	0	0	0.282	0	0.728	0	0	0.529	0.900
lysA	pabC	511145.b2838	511145.b1096	0.096	0	0.321	0	0.050	0.083	0	0.156	0.466
lysA	lysP	511145.b2838	511145.b2156	0.097	0	0	0	0.055	0	0	0.381	0.425
lysA	speB	511145.b2838	511145.b2937	0.158	0	0	0	0.101	0	0	0.286	0.412
malE	modF	511145.b4034	511145.b0760	0	0	0	0	0	0	0.540	0	0.540
malE	ompF	511145.b4034	511145.b0929	0	0	0	0	0.068	0	0	0.621	0.631
malE	ptsG	511145.b4034	511145.b1101	0	0	0	0	0.067	0	0	0.482	0.496
malE	tar	511145.b4034	511145.b1886	0	0	0	0	0	0	0.900	0.166	0.913
malE	mglA	511145.b4034	511145.b2149	0	0	0	0	0.138	0	0.540	0.100	0.612
malE	yfcF	511145.b4034	511145.b2301	0	0	0	0	0	0	0	0.768	0.768
malE	rbsC	511145.b4034	511145.b3750	0	0	0	0	0.066	0	0.540	0	0.552
malE	malF	511145.b4034	511145.b4033	0.497	0.201	0.775	0	0.904	0.999	0.900	0.984	0.999
malF	modF	511145.b4033	511145.b0760	0	0	0	0	0	0	0.540	0	0.540
malF	mglA	511145.b4033	511145.b2149	0	0	0	0	0.278	0	0.540	0.047	0.656
malF	rbsC	511145.b4033	511145.b3750	0	0	0	0	0.086	0	0.900	0.078	0.908
mglA	modF	511145.b2149	511145.b0760	0	0	0	0.607	0	0	0.540	0	0.540
mglA	rbsC	511145.b2149	511145.b3750	0.044	0.530	0.751	0	0.390	0	0.540	0	0.962
modF	rbsC	511145.b0760	511145.b3750	0	0	0	0	0	0	0.540	0	0.540
motA	tap	511145.b1890	511145.b1885	0.393	0.131	0	0	0.921	0	0	0.066	0.956
motA	tar	511145.b1890	511145.b1886	0.462	0.116	0	0	0.962	0	0	0.066	0.981
motA	motB	511145.b1890	511145.b1889	0.799	0.856	0.775	0	0.996	0.865	0.800	0.498	0.999
motA	tsr	511145.b1890	511145.b4355	0.061	0.115	0	0	0.668	0	0	0.066	0.708
motB	tap	511145.b1889	511145.b1885	0.393	0	0	0	0.963	0	0	0.102	0.978
motB	tar	511145.b1889	511145.b1886	0.461	0	0	0	0.950	0	0	0.315	0.980
motB	tsr	511145.b1889	511145.b4355	0.060	0	0	0	0.488	0	0	0.435	0.704
nadB	pck	511145.b2574	511145.b3403	0	0	0	0	0	0	0.800	0	0.800
ompF	uspD	511145.b0929	511145.b3923	0	0	0.734	0	0	0	0	0	0.734
otsA	ybaY	511145.b1896	511145.b0453	0	0	0	0	0.646	0	0	0.147	0.685
otsA	ybgS	511145.b1896	511145.b0753	0	0	0	0	0.353	0	0	0.120	0.406
otsA	poxB	511145.b1896	511145.b0871	0.044	0	0	0	0.832	0	0	0.205	0.861
otsA	ycaC	511145.b1896	511145.b0897	0	0	0	0	0.756	0	0	0	0.756
otsA	yciF	511145.b1896	511145.b1258	0	0	0.203	0	0.334	0	0	0.268	0.577
otsA	tktB	511145.b1896	511145.b2465	0	0	0	0	0.860	0	0	0.078	0.865
otsA	talA	511145.b1896	511145.b2464	0	0	0	0	0.870	0	0	0.075	0.875
otsA	wcaN	511145.b1896	511145.b2042	0.082	0	0	0	0	0	0.900	0.145	0.914
otsA	otsB	511145.b1896	511145.b1897	0.799	0.400	0.775	0	0.968	0	0.900	0.970	0.999
otsB	ybaY	511145.b1897	511145.b0453	0	0	0	0	0.534	0	0	0.275	0.647
otsB	ybgS	511145.b1897	511145.b0753	0	0	0	0	0.428	0	0	0.154	0.495
otsB	poxB	511145.b1897	511145.b0871	0.049	0	0	0	0.754	0	0	0.155	0.785
otsB	ycaC	511145.b1897	511145.b0897	0	0	0	0	0.500	0	0	0	0.500
otsB	yciF	511145.b1897	511145.b1258	0	0	0.263	0	0.334	0	0	0.170	0.557
otsB	yebV	511145.b1897	511145.b1836	0	0	0	0	0.550	0	0	0.202	0.625
otsB	tktB	511145.b1897	511145.b2465	0	0	0	0	0.755	0	0	0.137	0.779
otsB	talA	511145.b1897	511145.b2464	0	0	0	0	0.869	0	0	0.068	0.873
pabC	poxB	511145.b1096	511145.b0871	0.062	0	0	0	0.262	0.165	0	0.100	0.410
pabC	ptsG	511145.b1096	511145.b1101	0.403	0	0	0	0	0	0	0.139	0.464
pck	poxB	511145.b3403	511145.b0871	0	0	0	0	0	0	0	0.732	0.732
pck	ptsG	511145.b3403	511145.b1101	0	0	0	0	0	0	0	0.730	0.730
pck	talA	511145.b3403	511145.b2464	0	0	0	0	0	0	0	0.446	0.446
pck	tktB	511145.b3403	511145.b2465	0	0	0	0	0.103	0	0	0.458	0.493
poxB	ybaY	511145.b0871	511145.b0453	0.049	0	0	0	0.452	0	0	0.094	0.486
poxB	ptsG	511145.b0871	511145.b1101	0	0	0	0	0	0	0	0.612	0.612
poxB	ycaC	511145.b0871	511145.b0897	0	0	0	0	0.766	0	0	0	0.766
poxB	talA	511145.b0871	511145.b2464	0	0	0	0	0.865	0	0	0.139	0.879
poxB	tktB	511145.b0871	511145.b2465	0.057	0	0	0	0.874	0	0	0.420	0.925
ptsG	rbsC	511145.b1101	511145.b3750	0	0	0	0	0.077	0	0	0.376	0.400
ptsG	talA	511145.b1101	511145.b2464	0	0	0	0	0.114	0	0.800	0.278	0.861
ptsG	tktB	511145.b1101	511145.b2465	0	0	0	0	0	0	0.800	0.445	0.884
puuD	speB	511145.b1298	511145.b2937	0.061	0	0.180	0	0	0	0	0.528	0.604
rpsT	speB	511145.b0023	511145.b2937	0.071	0	0	0	0.052	0	0.500	0	0.521
talA	ybaY	511145.b2464	511145.b0453	0	0	0	0	0.639	0	0	0	0.639
talA	ycaC	511145.b2464	511145.b0897	0	0	0	0	0.748	0	0	0	0.748
talA	tktB	511145.b2464	511145.b2465	0.724	0	0	0	0.956	0.146	0.900	0.942	0.999
tap	tsr	511145.b1885	511145.b4355	0	0	0.114	0.900	0.708	0	0	0.069	0.738
tap	tar	511145.b1885	511145.b1886	0.631	0	0.119	0.893	0.955	0	0	0.071	0.984
